법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
214023,현행,각병과사병의군사경찰직무보조에관한규정,,002061,20200204,30384,타법개정,1290000,국방부,대통령령,,20200204,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=214023&type=HTML&mobileYn=&efYd=20200204
281021,현행,각종 기념일 등에 관한 규정,기념일규정,002065,20251230,35947,타법개정,1741000,행정안전부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281021&type=HTML&mobileYn=&efYd=20260102
52364,현행,각종분쟁조정위원회등의조정조서등에대한집행문부여에관한규칙,,005701,20020628,01768,일부개정,9740000,대법원,대법원규칙,,20020701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=52364&type=HTML&mobileYn=&efYd=20020701
276919,현행,간선급행버스체계의 건설 및 운영에 관한 특별법,간선급행버스법,012071,20251001,21065,타법개정,1613000,국토교통부,법률,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276919&type=HTML&mobileYn=&efYd=20260102
281241,현행,간선급행버스체계의 건설 및 운영에 관한 특별법 시행령,간선급행버스법 시행령,012179,20251230,35947,타법개정,1613000,국토교통부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281241&type=HTML&mobileYn=&efYd=20260102
282021,현행,간선급행버스체계의 건설 및 운영에 관한 특별법 시행규칙,간선급행버스법 시행규칙,012188,20251226,01547,타법개정,1613000,국토교통부,국토교통부령,,20251226,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=282021&type=HTML&mobileYn=&efYd=20251226
252833,현행,간척지의 농어업적 이용 및 관리에 관한 법률,간척지법,011522,20230725,19571,타법개정,1543000,농림축산식품부,법률,,20230725,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=252833&type=HTML&mobileYn=&efYd=20230725
243641,현행,간척지의 농어업적 이용 및 관리에 관한 법률 시행령,간척지법 시행령,011742,20220704,32754,일부개정,1543000,농림축산식품부,대통령령,,20220705,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=243641&type=HTML&mobileYn=&efYd=20220705
243729,현행,간척지의 농어업적 이용 및 관리에 관한 법률 시행규칙,간척지법 시행규칙,011745,20220705,00538,일부개정,1543000,농림축산식품부,농림축산식품부령,,20220705,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=243729&type=HTML&mobileYn=&efYd=20220705
265413,현행,간호법,,014736,20240920,20445,제정,1352000,보건복지부,법률,,20250621,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265413&type=HTML&mobileYn=&efYd=20250621
272437,현행,간호법 시행령,,014898,20250620,35597,제정,1352000,보건복지부,대통령령,,20250621,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272437&type=HTML&mobileYn=&efYd=20250621
272543,현행,간호법 시행규칙,,014900,20250620,01118,제정,1352000,보건복지부,보건복지부령,,20250621,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272543&type=HTML&mobileYn=&efYd=20250621
209959,현행,감사교육원 운영 등에 관한 규칙,,008770,20190715,00311,일부개정,1040000,감사원,감사원규칙,,20190715,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=209959&type=HTML&mobileYn=&efYd=20190715
259017,현행,감사교육원직제,,008771,20240119,00373,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=259017&type=HTML&mobileYn=&efYd=20240119
209960,현행,감사연구원 운영규칙,,010116,20190715,00312,일부개정,1040000,감사원,감사원규칙,,20190715,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=209960&type=HTML&mobileYn=&efYd=20190715
285777,현행,감사연구원 직제,,010032,20260504,00388,일부개정,1040000,감사원,감사원규칙,,20260504,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285777&type=HTML&mobileYn=&efYd=20260504
285753,현행,감사원 감사사무 처리규칙,,014263,20260428,00387,일부개정,1040000,감사원,감사원규칙,,20260428,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285753&type=HTML&mobileYn=&efYd=20260428
222733,현행,감사원 개방형 직위 및 공모 직위의 운영 등에 관한 규칙,,010476,20201102,00338,일부개정,1040000,감사원,감사원규칙,,20201102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=222733&type=HTML&mobileYn=&efYd=20201102
184473,현행,감사원규칙의 공포에 관한 규칙,,008773,20160630,00287,전부개정,1040000,감사원,감사원규칙,,20160630,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=184473&type=HTML&mobileYn=&efYd=20160630
259019,현행,감사원 모범공직자 및 모범부서ㆍ기관 선발에 관한 규칙,,014313,20240119,00375,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=259019&type=HTML&mobileYn=&efYd=20240119
222549,현행,감사원법,,001372,20201020,17560,일부개정,1040000,감사원,법률,,20201020,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=222549&type=HTML&mobileYn=&efYd=20201020
199620,현행,감사원 변상판정청구에 관한 규칙,,009168,20171208,00300,일부개정,1040000,감사원,감사원규칙,,20171208,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=199620&type=HTML&mobileYn=&efYd=20171208
285761,현행,감사원사무처 직제,,008775,20260504,00389,일부개정,1040000,감사원,감사원규칙,,20260504,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285761&type=HTML&mobileYn=&efYd=20260504
173065,현행,감사원 소관 비영리법인의 설립 및 감독에 관한 규칙,,009830,20150717,00273,일부개정,1040000,감사원,감사원규칙,,20150717,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=173065&type=HTML&mobileYn=&efYd=20150717
272459,현행,감사원심사규칙,,008776,20250618,00382,일부개정,1040000,감사원,감사원규칙,,20250618,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272459&type=HTML&mobileYn=&efYd=20250618
259021,현행,감사원 운영규칙,,008774,20240119,00374,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=259021&type=HTML&mobileYn=&efYd=20240119
209963,현행,감사원 전문인력 및 전문직위의 운영 등에 관한 규칙,,013525,20190715,00315,제정,1040000,감사원,감사원규칙,,20190715,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=209963&type=HTML&mobileYn=&efYd=20190715
244413,현행,감사원 정책자문위원회 규칙,,009704,20220829,00364,일부개정,1040000,감사원,감사원규칙,,20220829,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=244413&type=HTML&mobileYn=&efYd=20220829
184477,현행,감사원 징계 규칙,,008779,20160630,00291,일부개정,1040000,감사원,감사원규칙,,20160630,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=184477&type=HTML&mobileYn=&efYd=20160630
244417,현행,감사원행정심판위원회규칙,,011122,20220829,00362,일부개정,1040000,감사원,감사원규칙,,20220829,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=244417&type=HTML&mobileYn=&efYd=20220829
285755,현행,감사위원회의 운영 등에 관한 규칙,,012606,20260428,00386,일부개정,1040000,감사원,감사원규칙,,20260428,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285755&type=HTML&mobileYn=&efYd=20260428
106437,현행,감사활동조정협의회의 구성ㆍ운영 등에 관한 규칙,,011226,20100706,00210,제정,1040000,감사원,감사원규칙,,20100706,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=106437&type=HTML&mobileYn=&efYd=20100706
280445,현행,감염병의 예방 및 관리에 관한 법률,감염병예방법,001792,20251223,21234,일부개정,"1352000,1790387","보건복지부,질병관리청",법률,,20260624,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280445&type=HTML&mobileYn=&efYd=20260624
285787,현행,감염병의 예방 및 관리에 관한 법률 시행령,감염병예방법 시행령,004750,20260506,36300,일부개정,"1352000,1790387","보건복지부,질병관리청",대통령령,,20260624,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285787&type=HTML&mobileYn=&efYd=20260624
282387,현행,감염병의 예방 및 관리에 관한 법률 시행규칙,감염병예방법 시행규칙,008083,20251231,01144,일부개정,"1352000,1790387","보건복지부,질병관리청",보건복지부령,,20251231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=282387&type=HTML&mobileYn=&efYd=20251231
250715,현행,감정평가 및 감정평가사에 관한 법률,감정평가법,012481,20230509,19403,일부개정,1613000,국토교통부,법률,,20230810,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=250715&type=HTML&mobileYn=&efYd=20230810
265547,현행,감정평가 및 감정평가사에 관한 법률 시행령,감정평가법 시행령,012651,20240926,34921,타법개정,1613000,국토교통부,대통령령,,20240926,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265547&type=HTML&mobileYn=&efYd=20240926
284523,현행,감정평가 및 감정평가사에 관한 법률 시행규칙,감정평가법 시행규칙,012655,20260312,01569,타법개정,1613000,국토교통부,국토교통부령,,20260312,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284523&type=HTML&mobileYn=&efYd=20260312
254883,현행,감정평가에 관한 규칙,,006140,20230914,01253,일부개정,1613000,국토교통부,국토교통부령,,20230914,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=254883&type=HTML&mobileYn=&efYd=20230914
286505,현행,강원특별자치도 설치 및 미래산업글로벌도시 조성을 위한 특별법,강원특별법,014291,20260602,21738,타법개정,1741000,행정안전부,법률,,20260602,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286505&type=HTML&mobileYn=&efYd=20260602
281023,현행,강원특별자치도 설치 및 미래산업글로벌도시 조성을 위한 특별법 시행령,강원특별법 시행령,014660,20251230,35947,타법개정,1741000,행정안전부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281023&type=HTML&mobileYn=&efYd=20260102
254039,현행,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률,국외산림탄소축적증진법,014492,20230816,19636,제정,1400000,산림청,법률,,20240217,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=254039&type=HTML&mobileYn=&efYd=20240217
260055,현행,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률 시행령,국외산림탄소축적증진법 시행령,014617,20240206,34188,제정,1400000,산림청,대통령령,,20240217,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260055&type=HTML&mobileYn=&efYd=20240217
260653,현행,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률 시행규칙,국외산림탄소축적증진법 시행규칙,014625,20240221,00638,제정,1400000,산림청,농림축산식품부령,,20240221,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260653&type=HTML&mobileYn=&efYd=20240221
286507,현행,개발이익 환수에 관한 법률,개발이익환수법,001829,20260602,21738,타법개정,1613000,국토교통부,법률,,20260602,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286507&type=HTML&mobileYn=&efYd=20260602
269103,현행,개발이익 환수에 관한 법률 시행령,개발이익환수법 시행령,002088,20250213,35261,타법개정,1613000,국토교통부,대통령령,,20250214,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=269103&type=HTML&mobileYn=&efYd=20250214
250247,현행,개발이익 환수에 관한 법률 시행규칙,개발이익환수법 시행규칙,006145,20230424,01205,일부개정,1613000,국토교통부,국토교통부령,,20230424,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=250247&type=HTML&mobileYn=&efYd=20230424
286509,현행,개발제한구역의 지정 및 관리에 관한 특별조치법,개발제한구역법,002018,20260602,21738,타법개정,1613000,국토교통부,법률,,20260602,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286509&type=HTML&mobileYn=&efYd=20260602
287065,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행령,개발제한구역법 시행령,002089,20260623,36423,타법개정,1613000,국토교통부,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287065&type=HTML&mobileYn=&efYd=20260701
286337,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행규칙,개발제한구역법 시행규칙,006146,20260526,01584,일부개정,1613000,국토교통부,국토교통부령,,20260526,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286337&type=HTML&mobileYn=&efYd=20260526
287517,현행,개방형 직위 및 공모 직위의 운영 등에 관한 규정,개방형공모직위규정,002091,20260630,36488,일부개정,1760000,인사혁신처,대통령령,,20260630,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287517&type=HTML&mobileYn=&efYd=20260630
280345,현행,개별소비세법,,001570,20251223,21216,타법개정,1053000,재정경제부,법률,,20260424,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280345&type=HTML&mobileYn=&efYd=20260424
287541,현행,개별소비세법 시행령,,005308,20260630,36449,일부개정,1053000,재정경제부,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287541&type=HTML&mobileYn=&efYd=20260701
284605,현행,개별소비세법 시행규칙,,008542,20260320,00017,일부개정,1053000,재정경제부,재정경제부령,,20260401,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284605&type=HTML&mobileYn=&efYd=20260401
286511,현행,개성공업지구 지원에 관한 법률,개성공업지구법,010451,20260602,21738,타법개정,1250000,통일부,법률,,20260602,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286511&type=HTML&mobileYn=&efYd=20260602
281465,현행,개성공업지구 지원에 관한 법률 시행령,개성공업지구법 시행령,010523,20251230,35948,타법개정,1250000,통일부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281465&type=HTML&mobileYn=&efYd=20260102
174784,현행,개성공업지구 지원에 관한 법률 시행규칙,개성공업지구법 시행규칙,011438,20150907,00081,타법개정,1250000,통일부,통일부령,,20150907,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=174784&type=HTML&mobileYn=&efYd=20150907
259651,현행,개의 식용 목적의 사육ㆍ도살 및 유통 등 종식에 관한 특별법,개식용종식법,014612,20240206,20195,제정,1543000,농림축산식품부,법률,,20240807,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=259651&type=HTML&mobileYn=&efYd=20240807
281565,현행,개의 식용 목적의 사육ㆍ도살 및 유통 등 종식에 관한 특별법 시행령,개식용종식법 시행령,014715,20251230,35948,타법개정,1543000,농림축산식품부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281565&type=HTML&mobileYn=&efYd=20260102
277235,현행,개인금융채권의 관리 및 개인금융채무자의 보호에 관한 법률,개인채무자보호법,014591,20251001,21065,타법개정,1160100,금융위원회,법률,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277235&type=HTML&mobileYn=&efYd=20260102
278137,현행,개인금융채권의 관리 및 개인금융채무자의 보호에 관한 법률 시행령,개인채무자보호법 시행령,014750,20251001,35811,타법개정,1160100,금융위원회,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278137&type=HTML&mobileYn=&efYd=20251001
117412,현행,개인정보 단체소송규칙,,011467,20110928,02358,제정,9740000,대법원,대법원규칙,,20110930,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=117412&type=HTML&mobileYn=&efYd=20110930
